label,image,ingredients,additional_info,allergens
"Салат из фунчозы и копчёного куриного филе с овощами Перекрёсток Select, 170г",https://cdn-img.perekrestok.ru/i/800x800-fit/xdelivery/files/d9/8a/4da6cb56d92142e96bcb7eed9833.png,"Фунчоза, филе грудки цыплёнка-бройлера, дайкон, морковь, вода, перец сладкий, масло подсолнечное, соевый соус (содержит глютен), салат Романо, сахар, кунжутное масло, сок апельсиновый, сок лимона, пищевая смесь, кинза, чеснок, соль, имбирь, кунжут белый, кунжут черный, уксус винный, крахмал кукурузный, перец чили.",,[]
